% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=369511, Fri Dec 13 13:41:51 2019, <python>{}</python>
1 8 0.4959941990380698 0 0 0.4816882187590553 0.5075105826168822 0.47886651900565214 0.48304898031016263
2 16 0.5297688810557815 0 0 0.4409840740210849 0.546988107190982 0.5833498774189864 0.504441961216197
3 24 0.6020332153109477 0 0 0.421989939025881 0.6222473280842796 0.780533253206605 0.5575898528937155
4 32 0.7046622472372522 0 0 0.5249586047800203 0.688936097225744 0.9480437259477204 0.6693683135334941
5 40 0.7915732685486652 0 0 0.657756824620344 0.6831053143641315 1.0637739715925978 0.7672128465703226
6 48 0.6972008857271409 0 0 0.5598318763497 0.5711365881321505 0.9092030633793053 0.6504506783678479
7 56 0.6202930525214924 0 0 0.4595654956553147 0.5027433551531885 0.7311044579529635 0.5848593821151827
8 64 0.546938061268445 0 0 0.3822637286706933 0.412510298388182 0.5918628509290274 0.5212477482699905
9 72 0.5718810189365696 0 0 0.4383172494210146 0.448958428294417 0.6083850720042694 0.5097776446033296
10 80 0.6855654708617561 0 0 0.5129558974964953 0.5409219572652157 0.8352372267714551 0.6054931587610569
