% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principle axes lengths  (sorted square roots of eigenvalues of C)", seed=369511, Fri Dec 13 13:41:51 2019
1 8 0.4959941990380698 1.0000375007031337 1.0 1.0 1.0000125000781253 1.0000250003125026 1.0000375007031337
2 16 0.5297688810557815 1.1489292486558207 0.7848707929696407 0.7848707929696407 0.9686215474710944 0.9982208095194388 1.1489292486558207
3 24 0.6020332153109477 1.248998631633021 0.788749247718352 0.788749247718352 0.8779647909131848 0.9618743423420962 1.248998631633021
4 32 0.7046622472372522 1.4009964357386528 0.6704962208923393 0.6704962208923393 0.9005968989388531 0.9353467501564472 1.4009964357386528
5 40 0.7915732685486652 1.3949182835866478 0.6222333987019287 0.6222333987019287 0.8618500146204737 1.0712160025054387 1.3949182835866478
6 48 0.6972008857271409 1.3859507264248627 0.5829784535928519 0.5829784535928519 0.8549817497439246 1.0903537563462815 1.3859507264248627
7 56 0.6202930525214924 1.3777143947296804 0.6043281052112541 0.6043281052112541 0.7801719854445206 1.007398175512158 1.3777143947296804
8 64 0.546938061268445 1.286315641826814 0.5901059550590885 0.5901059550590885 0.7242293583510047 0.9781021755001391 1.286315641826814
9 72 0.5718810189365696 1.1681461304809502 0.5837826326831834 0.5837826326831834 0.6984046275377225 0.971328599893987 1.1681461304809502
10 80 0.6855654708617561 1.2372869866736274 0.5535200654073896 0.5535200654073896 0.7257757942259704 0.8752610753573455 1.2372869866736274
